C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_587.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_587.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_587.jpg,0,0.4,0,26.05776
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_657.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_657.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_657.jpg,0,0.4,0,26.19033
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_728.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_728.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_728.jpg,0,0.4,0,26.36596
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_798.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_798.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_798.jpg,0,0.4,0,26.49676
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_868.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_868.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_868.jpg,0.2,0.4,0,26.65267
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_40_938.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_40_938.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_40_938.jpg,0.35,0.4,0,26.72623
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_007.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_007.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_007.jpg,0.4160191,0.4,0,26.78184
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_078.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_078.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_078.jpg,0.2042434,0.4,0,26.90607
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_152.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_152.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_152.jpg,0,0.4,0,27.07356
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_225.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_225.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_225.jpg,0,0.4,0,27.23603
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_300.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_300.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_300.jpg,0,0.4,0,27.36157
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_376.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_376.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_376.jpg,0,0.4,0,27.5294
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_452.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_452.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_452.jpg,0,0.4,0,27.69637
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_529.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_529.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_529.jpg,0,0.4,0,27.86212
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_606.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_606.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_606.jpg,0,0.4,0,28.02658
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_683.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_683.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_683.jpg,0,0.4,0,28.18976
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_760.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_760.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_760.jpg,0,0.4,0,28.31129
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_839.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_839.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_839.jpg,0,0.4,0,28.47219
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_917.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_917.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_917.jpg,0,0.4,0,28.63212
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_41_995.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_41_995.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_41_995.jpg,0,0.4,0,28.79088
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_42_073.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_42_073.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_42_073.jpg,0,0.4,0,28.94817
C:\Users\Travis\Desktop\GIT Udacity\IMG\center_2017_04_05_16_54_42_153.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\left_2017_04_05_16_54_42_153.jpg,C:\Users\Travis\Desktop\GIT Udacity\IMG\right_2017_04_05_16_54_42_153.jpg,0,0.4,0,29.1047
